	CODI_VIA	TIPUS_VIA	NOM_OFICIAL	NOM_CURT	DESCRIPCIO	DATA_APROVACIO	NOMS_ANTERIORS	DISTRICTES
591	61107	C	Carrer de les Pedreres	Pedreres	En record d'una societat de carbonaris de Gràcia.	 (Abans de 1900)	Cañón	GRÀCIA (06)
592	61300	Ptge	Passatge de Cantí	Ptge Cantí	Es refereix al cap de guaita de Montjuïc, funcionari al servei del Consell de Cent.	23/03/1911	Cap de Guayta; Santa Rosa	SANTS-MONTJUÏC (03)
593	61402	C	Carrer de la Canuda	Canuda	Corrupció de capdamunt.	 (Abans de 1900)		CIUTAT VELLA (01)
594	61504	C	Carrer de Canyameres	Canyameres	Maria Lacasa i Roig (Roses, 1846 - Barcelona, 1919). Propietària juntament amb els seus fills, Artur Capdevila Lacasa (Roses, 1873 - Barcelona, 1912) i Joan Capdevila Lacasa (Barcelona, 1871 - 1931). En foren hereves Maria i Anna Capdevila Marcenario. El passatge es considera dedicat a Artur Capdevila, mort abans que es donés nom al passatge.			HORTA-GUINARDÓ (07)
595	61606	C	Carrer de Canyelles	Canyelles	Francesc de P. Capella i Sabadell (Barcelona, 1823 - 1901). Escriptor.	23/08/1922	Porvenir	SANT ANDREU (09)
596	61708	C	Carrer del Canó	Canó	Municipi de l'Anoia. Carrer que forma conjunt amb els de Cardedeu, Montornès, Palou i Castellterçol, tots al barri del Coll.	23/12/1946	Núm. 5	GRÀCIA (06)
597	61800	C	Carrer del Cap de Guaita	Cap de Guaita	Per la gran afluència de capellans en aquest carrer, a partir de 1666, quan els clergues regulars teatins de sant Gaietà aixecaren el seu convent a l'indret.	 (Abans de 1865)	Malcuinat; Cogoll	CIUTAT VELLA (01)
598	61901	C	Carrer del Cap del Món	Cap del Món	Per una capella al carrer.	10/10/1980		SARRIÀ-SANT GERVASI (05)
599	62008	Ptge	Passatge de Capdevila	Ptge Capdevila	Félix Arenas y Gaspar (San Juan de Puerto Rico, 1891 - mont Arruït, 1921). Capità d'enginyers mort a la guerra d'Àfrica, acció de mont Arruït (29 de juliol de 1921).	12/04/1949	Capitán Arenas; Núm. 17 (plànol de les Corts)	LES CORTS (04) SARRIÀ-SANT GERVASI (05)
600	62100	C	Carrer de Capella	Capella	Illa idíl·lica on Étienne Cabet situà l'acció de la seva novel·la filosòfica Voyage en Icarie, descripció d'un país en el qual es practicava el comunisme. El 1846 - 1847, uns quants seguidors de Cabet s'establiren per viure en comunitat, al Poblenou, que justament per ells fou conegut un quant temps amb el nom d'Icària.	12/07/1978	Capitán López Varela; Icària, abans de 1900	CIUTAT VELLA (01) SANT MARTÍ (10)
601	62201	C	Carrer de Capellades	Capellades	Pere Bosch i Gimpera (Barcelona, 1891 - 1974). Arqueòleg i prehistoriador.  Especialista en filologia clàssica, en especial grega. Rector de la Universitat de Barcelona i cap de la divisió de filosofia i humanitats de la UNESCO a París.	20/12/1979	Capitán Martín Busutil	LES CORTS (04) SARRIÀ-SANT GERVASI (05)
602	62303	C	Carrer dels Capellans	Capellans	La riera de Tena prengué el nom d'una casa constructora de carros, anomenada Can Tena, que era instal·lada al seu curs. Com la riera d'Escuder de la qual és prolongació, i que prengué el nom de Can Escuder, antiga casa de pagès.	20/12/1979	Capitán Mercader	SANTS-MONTJUÏC (03)
603	62450	C	Carrer de la Capella de Can Caralleu	Capella C Caralleu	Andreu Caponata i Greco (Barcelona, 1755 - 1832). Propietari d'ascendència italiana que l'any 1826 adquirí uns terrenys de conreu amb una casa de pagès. El poble els anomenava els camps d'en Caponata.			SARRIÀ-SANT GERVASI (05)
604	62507	C	Carrer del Capità Arenas	Capità Arenas	Municipi del Priorat. Carrer del barri de Torre Baró, on hi ha diversos carrers dedicats a poblacions catalanes.		Capsanes	NOU BARRIS (08)
605	62609	Av	Avinguda d'Icària	Av Icària	Poble del municipi de la Vall de Bianya (Garrotxa). Carrer situat al grup de cases Ramon Albó, al Turó de la Peira, on diversos carrers són dedicats a poblacions de la província de Girona.	29/05/1945	Capsech; Núm. 2	HORTA-GUINARDÓ (07) NOU BARRIS (08)
606	62700	C	Carrer de Bosch i Gimpera	Bosch i Gimpera	Vall de l'Alta Cerdanya.	22/03/1922	Capsir; Alegria	HORTA-GUINARDÓ (07)
607	62755	C	Carrer de la Riera de Tena	Riera de Tena	"Recorda el camí que menava a l'antic convent dels Caputxins (Montcalvari), 	establer el 14 de novembre de 15 	que hi havia en aquell indret, dedicat a Santa Madrona i traslladat posteriorment 	a la rambla del Centre (que per això es
	digué dels Caputxins)."		Capuchinos	EIXAMPLE (02)
608	62802	C	Carrer dels Caponata	Caponata	Pels tallers de confecció de caputxes que hi havia en temps passats.		Caputxas; Caputxers	CIUTAT VELLA (01)
609	62904	C	Carrer de Capçanes	Capçanes	Els gerrers hi tenien establerts els obradors i els forns. Un dels primers carrers traçats que travessava el lloc dels còdols. Carabassa devia ser, probablement, un gerrer d'ofici.	 (Abans de 1865)		CIUTAT VELLA (01)
610	63000	C	Carrer de Capsec	Capsec	Pel nom de la masia.			HORTA-GUINARDÓ (07)
611	63102	C	Carrer del Capcir	Capcir	Una de les caravel·les que formà part de l'expedició de Colom.	07/07/1942	Carabela Niña; Doctor Zamenhof; Núm. 19 (plànol de les Corts)	LES CORTS (04)
612	63204	Ptge	Passatge dels Caputxins	Ptge Caputxins	Una de les caravel·les que formà part de l'expedició de Colom.	07/07/1942	Carabela Pinta; Lletra D (plànol de les Corts)	LES CORTS (04)
613	63306	C	Carrer de les Caputxes	Caputxes	Ciutat de Veneçuela, capital de l'Estat. Carrer del barri del Bon Pastor, on diversos carrers són dedicats a pobles i ciutats de l'Amèrica Llatina.	25/05/1966	Isabela	SANT ANDREU (09)
614	63408	C	Carrer d'en Carabassa	Carabassa	Pel nom de la propietat.	10/10/1980		SARRIÀ-SANT GERVASI (05)
615	63601	T	Torrent de la Carabassa	T Carabassa	Per la carota que hi havia encastada en una llinda de la casa que fa cantonada amb el carrer dels Mirallers. Segons Roca i Comas hi ha motius per creure que el nom correspon al d'una antiga família catalana.	 (Abans de 1865)		CIUTAT VELLA (01)
616	63703	C	Carrer de la Caravel·la La Niña	Caravel·la La Niña	Lluís Carbonell i Ferràs. Marquès de la Quadra, títol concedit per Ferran VI el 31 de març de 1757. Els seus descendents foren propietaris dels terrenys de la Barceloneta i cediren els horts d'en Gurri, en Botet i en Torrents, entre altres terres, per a la construcció de les cases de la Barceloneta. En destacà Joan Maria d'Oliveras de Carbonell i de l'Estanyol (Vic, 1797 - Barcelona, 1879).	10/09/1964		CIUTAT VELLA (01)
617	63805	C	Carrer de la Caravel·la La Pinta	Caravel·la Pinta	Per la mateixa dedicació que el carrer Carbonell.			CIUTAT VELLA (01)
618	63850	C	Carrer de Caracas	Caracas	Ciutat del Llenguadoc, capital del departament de l'Aude, Occitània. El seu comtat fou adquirit per Ramon Berenguer I, l'any 1067, i afermat per Ramon Berenguer III gràcies a l'enllaç amb Provença.	27/07/1960	Carcasona	SANT MARTÍ (10)
619	63907	T	Torrent de Can Caralleu	T Can Caralleu	Municipi del Vallès Oriental i carrer de Barcelona. Aquesta ciutat demanà, l'any 1384, la unió a Barcelona amb la fórmula del carreratge, per la qual era considerada com un carrer de Barcelona i els seus habitants gaudien dels mateixos drets i privilegis que els de la capital.	23/12/1946	Núm. 1	GRÀCIA (06)
620	64105	C	Carrer de la Carassa	Carassa	Municipi del Vallès Oriental.	23/12/1946		GRÀCIA (06)
621	64207	C	Carrer de Carbonell	Carbonell	Salvador Casañas i Pagès (Barcelona, 1834 - 1908). Bisbe de la Seu d'Urgell (1879 - 1901) i de Barcelona (1901 i 1908), professor del Seminari, rector de la parròquia de Santa Maria del Pi, canonge i cardenal (1895).	07/03/1939	Riera del Pino; Enrique Fontbernat; Cardenal Casañas, abans de 1900; Ra. del Pino, abans de 1865	CIUTAT VELLA (01)
622	64309	Ptge	Passatge de Carbonell	Ptge Carbonell	Caetano Cicognani i Ceccioni (Brigighella, 1881 - Roma, 1962). Nunci de Sa Santedat a l'Estat espanyol. Nomenat cardenal per Pius XII, el 1953. Relacionat amb el Congrés Eucarístic de Barcelona del 1952.	28/05/1958		SANT ANDREU (09)
623	64400	C	Carrer de Carcassona	Carcassona	Gonzalo Jiménez de Cisneros (Torrelaguna, 1436 - Roa, 1517). Eclesiàstic i polític. En professar, es canvià el nom pel de Francesc.	19/08/1947	Cisneros, abans de 1900	SANT ANDREU (09)
624	64502	C	Carrer de Cardedeu	Cardedeu	Enric Reig i Casanova (València, 1859 - Toledo, 1927). Bisbe de Barcelona (1914 - 1920), arquebisbe de València (1920) i cardenal (1922). Creà un museu arqueològic diocesà i reorganitzà l'Acció Catòlica.	06/12/1927	Núm. 3 (plànol de les Corts)	LES CORTS (04)
625	64604	Ptge	Passatge de Cardedeu	Ptge Cardedeu	Antoni de Sentmenat i de Cartellà (Barcelona, 1734 - Aranjuez, 1806). Canonge i ardiaca de Barcelona, bisbe d'Àvila i cardenal i patriarca de les Índies. Nom donat al carrer l'any 1927.	07/03/1939	Capitán Mirambell; Cardenal Sentmenat; Estació, abans de 1900; Orri (Ajuntament de Sarrià); Tirol	SARRIÀ-SANT GERVASI (05)
626	64706	C	Carrer del Cardenal Casañas	Cardenal Casañas	Federico Tedeschini (Antrodoco, 1873 - Roma, 1959). Prelat, nunci apostòlic a Madrid (1921 - 1939), arxiprest de Sant Pere del Vaticà i datari del papa. Col·laborador de Pius XII, en fou legat en el Congrés Eucarístic de Barcelona de 1952.	29/09/1955		SANT ANDREU (09)
627	65006	Pl	Plaça del Cardenal Cicognani	Pl Card Cicognani	Josep de Calassanç Vives i Tutó (Sant Andreu de Llavaneres, 1854 - Monte Porzio, 1913). Caputxí. Lleó XIII el nomenà cardenal el 1899. Fou director del Seminari Seràfic de Perpinyà, fundador del Collegio Pío-Latino-Americano de Roma i cofundador del Pontifici Col·legi Espanyol.	25/09/1931	Cardenal Vives y Tutó; Núm. 15; Santa Rosa	SARRIÀ-SANT GERVASI (05)
628	65108	C	Carrer del Cardenal Cisneros	Cardenal Cisneros	S'hi instal·laren els fabricants de cordes per treballar la llana. Inicialment era una via romana; més tard va ser un camí d'accés a la ciutat prop del qual l'any 1023 s'hi edificà una església dedicada a sant Cugat.	 (Abans de 1865)		CIUTAT VELLA (01)
629	65200	C	Carrer del Cardenal Reig	Cardenal Reig	Pel convent i ermitatge, actual balneari, situat al terme de Benifallet, Baix Ebre, a la capçalera de la vall de Cardó.	05/09/1907	San Vicente, abans de 1900	SANTS-MONTJUÏC (03)
630	65301	C	Carrer del Cardenal Sentmenat	Cardenal Sentmenat	Municipi del Bages, amb antic monestir i castell. L'origen del llinatge es troba en els vescomtes posseïdors del castell que, vers el 1062, prenen el nom de vescomtes de Cardona.	 (Abans de 1865)		CIUTAT VELLA (01)
631	65403	C	Carrer del Cardenal Tedeschini	Card Tedeschini	Originàriament dedicat a Margarida Cardona i Prats (1812 - 1849), muller del propietari de l'indret, Pau Rosés i Calvet. Ignorant aquest fet es va creure que la plaça era dedicada al municipi del Bages, amb antic monestir i castell. La plaça s'obrí el 1852 en terres del Camp d'en Vidal, abans d'en Josep Jordà i Gilabert, fill de Josep Jordà i Santandreu. En fou propietari Domènec Vidal i Balaguer.	 (Abans de 1852)		SARRIÀ-SANT GERVASI (05)
632	65505	C	Carrer del Cardenal Vives i Tutó	Card Vives i Tutó	El riu del Prepirineu i principal afluent del Llobregat.	05/09/1907	Concordia	GRÀCIA (06)
633	65607	C	Carrer dels Carders	Carders	Benet Garret (Barcelona, 1450 - Nàpols, 1514). Poeta i humanista. Residí a la cort d'Alfons el Magnànim, a Nàpols, on era conegut amb el nom d'Il Cariteo.	07/07/1942	Limpias; Cariteo; Limpias; Lourdes	SANTS-MONTJUÏC (03)
634	65800	C	Carrer de Cardó	Cardó	Carles III (Madrid, 1716 - 1788). Rei de Nàpols (1734 - 1759) i d'Espanya (1759 - 1788). Duc de Parma i de Plasència (1731 - 1735).	19/11/1929	Carlos III; Ronda (un tram)	LES CORTS (04)
635	65902	C	Carrer de Cardona	Cardona	Carlos Ibáñez e Ibáñez de Ibero (Barcelona, 1825 - prop de Niça, 1890). Matemàtic, geodesista i militar. Director de l'Institut Geogràfic i Estadístic de Madrid, on inicià la publicació del mapa topogràfic de l'Estat espanyol. Fou ascendit a general de divisió. A petició del jurat de l'Exposició Internacional de Barcelona del 1888, se li concedí el títol de marquès de Mulhacén (1889).	31/01/1911		SANTS-MONTJUÏC (03)
636	66009	Pl	Plaça de Cardona	Pl Cardona	La plaça central del barri, antic municipi incorporat a Sarrià l'any 1890 i, amb aquest, a Barcelona l'any 1921. El topònim Vallvidrera data almenys del segle X (987): uns documents d'aquest any esmenten Sancta Maria Vallis Vitrariae.	20/12/1979	Carlos de Llar	SARRIÀ-SANT GERVASI (05)
637	66100	C	Carrer del Cardener	Cardener	Carles Pirozzini i Martí (Barcelona, 1852 - 1938). Crític d'art. Fou secretari general de l'Exposició de 1888; propulsor d'exposicions de belles arts, i acadèmic de Sant Jordi (1907).	03/05/1949	Carlos Pirozzini	SARRIÀ-SANT GERVASI (05) GRÀCIA (06)
638	66304	C	Carrer de Cariteo	Cariteo	Carlota de Mena i Zamora (Tortosa, 1845 - Manresa, 1902). Actriu de teatre català.	29/03/1922	San Ramón	SANT MARTÍ (10)
639	66508	G.V.	Gran Via de Carles III	G.V. Carles III	Pel santuari de la Mare de Déu del Carmel. El santuari donà nom al turó, abans anomenat turó d'en Móra, i aquest, al barri.		Carmelo	GRÀCIA (06) HORTA-GUINARDÓ (07)
640	66600	Pl	Plaça de Carlos Ibáñez	Pl Carlos Ibáñez	Pel santuari, el turó i el barri del Carmel.	14/03/1916	Carmelo; Prat	HORTA-GUINARDÓ (07)
641	66701	Pl	Plaça de Vallvidrera	Pl Vallvidrera	Pel santuari del Carmel.		Carmelo	HORTA-GUINARDÓ (07)
642	66803	C	Carrer de Carles Pirozzini	Carles Pirozzini	Pel convent del Carme, on estaven establerts, ja d'abans de l'any 1294, els religiosos de l'orde de la Verge del Mont Carmel (carmelites calçats). En l'edifici, després de l'exclaustració, s'hi establí la Universitat Literària.	 (Abans de 1865)	Carmen	CIUTAT VELLA (01)
643	66905	Ptge	Passatge de Carlota de Mena	Ptge Carlota Mena	Per l'advocació de la Mare de Déu.		Carmen	LES CORTS (04)
644	67001	Ctra	Carretera del Carmel	Ctra Carmel	Carme Karr i Alfonsetti (Barcelona, 1865 - 1943). Escriptora. Defensora de la millora i la modernització de l'ensenyament de la dona. El 1913 fundà i dirigí La Llar, primera residència per a professors i estudiants.	28/05/1962	Carmen Karr	SARRIÀ-SANT GERVASI (05)
645	67103	Rbla	Rambla del Carmel	Rbla Carmel	Castell documentat el 1335, quan el rei Pere el Cerimoniós el vengué a Pere Desllor. L'any 1377 va ser adquirit per Berenguer de Relat, ciutadà de Barcelona i tresorer de la reina Elionor de Sicília.	25/02/1983	Carme Tronchoni	LES CORTS (04)
646	67205	T	Torrent del Carmel	T Carmel	Arxipèlag de la Micronèsia, descobert l'any 1526 pels espanyols comandats per Toribio Alonso de Salazar. Annexat a la Corona castellana el 1686. Venut a Alemanya per vint-i-cinc milions de pessetes el 1899.	17/03/1908	Las Carolinas; Juan Vinyas; San Gervasio	GRÀCIA (06)
647	67307	C	Carrer del Carme	Carme	Desemboca al carrer de les Carolines, per l'arxipèlag de la Micronèsia.		Las Carolinas; San Gervasio	GRÀCIA (06)
648	67409	Pl	Plaça del Carme	Pl Carme	Josepa Carrencà. Muller de Pau Ganduxer i Aymerich, propietari dels terrenys. En fou hereva Josepa Ganduxer i Carrencà (Corró de Vall, 1855 - Barcelona, 1941).	29/03/1876		SARRIÀ-SANT GERVASI (05)
649	67602	C	Carrer de Carme Karr	Carme Karr	Antoni Carrera i Draper. Advocat i propietari dels terrenys on s'obrí el carrer, coneguts amb el nom d'Hortes de Sant Bertran. En el nomenclàtor de 1980 es dedicà a Joaquim Carrera i Sayrol (Barcelona, 1824 - 1890). Enginyer constructor de la primera línia fèrria del país, entre Barcelona i Mataró (1848). També construí el cremallera de Monistrol a Montserrat i el funicular del Tibidabo.	 (Abans de 1889)		SANTS-MONTJUÏC (03)
650	67704	C	Carrer del Castell d'Olorda	Castell d'Olorda	Joaquim Carreras i de Compte (1853 - 1931). Industrial i propietari dels terrenys.			LES CORTS (04)
651	67806	C	Carrer de les Carolines	Carolines	Mercè Carreras i Blasi (Barcelona, 1900 - 1965). Comprà els terrenys juntament amb la seva germana Dolors a Maurici de Sivatte i de Bobadilla l'any 1941.			NOU BARRIS (08)
652	67908	Cro	Carreró de les Carolines	Cro Carolines	Francesc Carreras i Candi (Barcelona, 1862 - 1937). Geògraf, historiador, polític, advocat i escriptor. Fou cònsol de la República Dominicana. Propietari dels terrenys situats en el paratge de la Vall, on s'obrí el carrer.		San Berenguer	SANTS-MONTJUÏC (03)
653	68004	C	Carrer de Carrencà	Carrencà	Citat l'any 1383 en una escriptura com a camí que va del monestir de Sant Pau al carrer del Pedró. Una ordenació de l'any 1583 estableix els arbitris que havien de pagar els carros, carretes i corrues per transitar per la ciutat perquè malmetien els empedrats. El nom del carrer és, evidentment, d'origen popular, i molt antic.	 (Abans de 1865)	Carretas	CIUTAT VELLA (01)
654	68106	C	Carrer de Carrera	Carrera	Nom popular amb què era conegut el tren de Sarrià.	 (Abans de 1900)		SARRIÀ-SANT GERVASI (05)
655	68208	C	Carrer de Carreras	Carreras	Llinatge català documentat des del segle XI i associat amb la família Llança, urbanitzadora de l'indret. En fou propietari Joaquim de Llança i de Belloch fins al 1859. Pròpiament Carròs.	10/12/1929	Carroz; Maria López de Sagredo; Urb. Ignacio Llanza (un tram); Casa Soca	SARRIÀ-SANT GERVASI (05)
656	68230	Ptge	Passatge de Carreras	Ptge Carreras	Ricard Carsi i Lacasa (València, 1883 - Barcelona, 1968). Enginyer constructor de pous. Propietari d'una finca propera al passatge i constructor d'un pou per proporcionar aigua a l'indret.			EIXAMPLE (02)
657	68401	C	Carrer de Carreras i Candi	Carreras i Candi	Ciutat de Múrcia. En l'antiguitat rebé el nom de Cartago Nova o Cartago Espartària. Fou cap de la província romana Carthaginiensis.	07/07/1942	Igualdad (2n tram); Núm. 44 (Pla Cerdà)	EIXAMPLE (02) HORTA-GUINARDÓ (07)
